"MSSubClass","MSZoning","LotFrontage","LotArea","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","Fence","MiscFeature","MoSold","SaleType","SaleCondition","type","housse_age","garage_age","remod_since"
"80","RL",100,9600,"No.alley.access","IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","SLvl","6","5","Hip","WdShing","Wd Shng","BrkFace","2","TA","TA","CBlock","TA","TA","Av","ALQ",600,"Unf","No",618,1218,"TA","Y","SBrkr",1254,0,"No",1254,"1","0","1","0","3","1","TA","6","Typ","1","Gd","Attchd","RFn","2",525,"TA","TA","Y",0,"No","No","No","Yes","None","None","5","WD","Normal","test","5","5","3"
"20","RL",73,8760,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","6","7","Gable","VinylSd","VinylSd","None","None","TA","TA","CBlock","TA","TA","No","ALQ",873,"Unf","No",63,936,"TA","Y","SBrkr",936,0,"No",936,"1","0","1","0","2","1","Gd","4","Typ","0","No.Fireplace","Attchd","RFn","1",315,"TA","TA","Y",0,"No","No","Yes","No","None","None","9","WD","Normal","test","5","6","1"
"20","RL",65,6860,"No.alley.access","IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","5","6","Gable","Wd Sdng","Wd Sdng","BrkCmn","1","TA","TA","CBlock","TA","TA","No","GLQ",908,"Unf","No",100,1008,"Ex","Y","SBrkr",1008,0,"No",1008,"1","0","1","0","3","1","Fa","6","Typ","0","No.Fireplace","Detchd","Unf","1",308,"TA","TA","Y",0,"No","No","No","No","None","None","12","WD","Normal","test","5","5","3"
"20","RL",60,8250,"No.alley.access","Reg","Lvl","Corner","Gtl","NAmes","Norm","1Fam","1Story","5","7","Gable","MetalSd","MetalSd","None","None","TA","TA","CBlock","TA","TA","No","ALQ",288,"Unf","No",765,1053,"Gd","Y","SBrkr",1053,0,"No",1053,"1","0","1","0","3","1","Gd","6","Typ","0","No.Fireplace","2Types","RFn","2",692,"TA","TA","Y",240,"No","No","No","Yes","None","None","7","WD","Normal","test","5","2","3"
"20","RL",70,9100,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","5","5","Hip","HdBoard","HdBoard","BrkCmn","1","TA","TA","CBlock","TA","TA","No","Unf",0,"Unf","No",1144,1144,"TA","Y","SBrkr",1144,0,"No",1144,"0","0","1","0","3","1","TA","6","Typ","1","Gd","Attchd","RFn","1",336,"TA","TA","Y",0,"No","No","No","No","None","None","6","WD","Normal","test","5","6","3"
"20","RL",80,9736,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Feedr","1Fam","1Story","6","6","Gable","Wd Sdng","Wd Sdng","BrkFace","2","TA","TA","CBlock","TA","TA","No","BLQ",668,"Rec","Yes",525,1331,"Gd","Y","SBrkr",1721,0,"No",1721,"0","0","1","0","4","1","TA","8","Typ","3","TA","Attchd","Unf","2",464,"TA","TA","Y",0,"No","No","No","No","None","None","4","WD","Normal","test","5","6","3"
"20","RL",72,9770,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","5","5","Gable","Wd Sdng","Wd Sdng","None","None","TA","TA","CBlock","TA","TA","No","Rec",512,"Unf","No",410,922,"TA","Y","FuseA",922,0,"No",922,"1","0","1","0","2","1","TA","5","Typ","0","No.Fireplace","Attchd","Unf","1",308,"TA","TA","Y",0,"Yes","No","No","No","GdWo","None","4","WD","Normal","test","5","6","3"
"20","RL",70,12198,"No.alley.access","IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","5","6","Gable","VinylSd","VinylSd","None","None","TA","TA","CBlock","TA","TA","Av","Rec",780,"Unf","No",424,1204,"TA","Y","SBrkr",1411,0,"No",1411,"0","0","1","0","3","1","TA","7","Typ","1","TA","Attchd","RFn","1",310,"TA","TA","Y",278,"Yes","No","No","No","None","None","6","COD","Normal","test","5","6","2"
"20","RL",75,10050,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","5","5","Hip","MetalSd","MetalSd","None","None","TA","TA","CBlock","TA","TA","No","Rec",288,"Unf","No",928,1216,"TA","Y","SBrkr",1216,0,"No",1216,"1","0","1","0","3","1","TA","5","Typ","0","No.Fireplace","Attchd","RFn","1",336,"TA","TA","Y",0,"No","No","No","No","None","None","8","WD","Normal","test","5","6","3"
"20","RL",60,11556,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","5","9","Gable","VinylSd","MetalSd","None","None","TA","Ex","CBlock","TA","TA","No","BLQ",408,"Unf","No",456,864,"Gd","Y","SBrkr",1154,0,"No",1154,"0","0","1","1","3","1","Ex","6","Typ","0","No.Fireplace","Detchd","Unf","1",336,"TA","TA","Y",63,"No","No","No","No","None","None","7","WD","Normal","test","5","5","1"
"90","RL",70,8078,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","Duplex","1Story","5","5","Hip","Wd Sdng","Wd Sdng","Stone","2","TA","TA","CBlock","TA","TA","No","Unf",0,"Unf","No",1560,1560,"TA","Y","SBrkr",1560,0,"No",1560,"0","0","2","0","4","2","TA","8","Typ","0","No.Fireplace","Detchd","Unf","2",484,"TA","TA","Y",0,"No","No","No","No","None","None","12","WD","Normal","test","5","6","3"
"20","RL",60,10950,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","6","6","Hip","Wd Sdng","Wd Sdng","None","None","TA","TA","CBlock","TA","TA","No","ALQ",441,"Unf","No",507,948,"TA","Y","SBrkr",948,0,"No",948,"0","0","1","0","2","1","TA","5","Typ","0","No.Fireplace","Detchd","Unf","2",410,"TA","TA","N",0,"Yes","No","No","No","None","None","4","WD","Normal","test","5","6","3"
"20","RL",68,7942,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","6","7","Hip","Wd Sdng","Wd Sdng","None","None","TA","TA","CBlock","TA","TA","No","Rec",85,"ALQ","Yes",0,1040,"TA","Y","FuseF",1040,0,"No",1040,"0","1","1","0","3","1","TA","6","Typ","0","No.Fireplace","Attchd","Fin","1",293,"TA","TA","Y",0,"No","No","No","No","MnPrv","None","6","WD","Normal","test","5","6","3"
"20","RL",71,8540,"No.alley.access","Reg","Lvl","Corner","Gtl","NAmes","Norm","1Fam","1Story","5","8","Gable","VinylSd","VinylSd","None","None","TA","Gd","CBlock","TA","TA","No","Rec",114,"ALQ","Yes",120,925,"TA","Y","SBrkr",925,0,"No",925,"1","0","1","0","3","1","Gd","5","Typ","0","No.Fireplace","Detchd","Unf","1",252,"TA","TA","Y",152,"No","No","No","No","None","None","6","WD","Normal","test","5","6","1"
"50","RL",55,7150,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1.5Fin","4","4","Gable","MetalSd","MetalSd","None","None","TA","TA","PConc","TA","TA","No","Rec",150,"Unf","No",1040,1190,"Gd","Y","SBrkr",1040,500,"No",1540,"1","0","1","0","4","1","Fa","7","Typ","0","No.Fireplace","Detchd","Unf","1",352,"TA","TA","Y",0,"No","No","No","No","None","None","8","WD","Normal","test","5","1","3"
"20","RL",70,8400,"No.alley.access","Reg","Lvl","Corner","Gtl","NAmes","Norm","1Fam","1Story","5","5","Gable","MetalSd","MetalSd","None","None","TA","Gd","CBlock","TA","TA","No","BLQ",793,"Unf","No",130,923,"TA","Y","SBrkr",925,0,"No",925,"1","0","1","0","3","1","TA","5","Typ","2","TA","Attchd","Unf","1",390,"TA","TA","Y",81,"No","No","No","No","GdWo","None","3","WD","Normal","test","5","6","3"
"20","RL",75,9532,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","4","6","Gable","VinylSd","VinylSd","None","None","TA","TA","CBlock","TA","TA","No","BLQ",595,"Rec","Yes",156,1105,"Gd","Y","SBrkr",1647,0,"No",1647,"1","0","1","0","3","1","TA","6","Min1","1","Fa","Attchd","Fin","1",280,"TA","TA","Y",225,"No","No","No","No","GdPrv","None","2","WD","Normal","test","5","6","3"
"20","RL",67.66,15783,"No.alley.access","Reg","Lvl","Inside","Gtl","OldTown","Artery","1Fam","1Story","5","5","Gable","Wd Sdng","Wd Sdng","None","None","TA","TA","CBlock","TA","TA","No","Rec",292,"Unf","No",632,924,"TA","Y","SBrkr",924,0,"No",924,"0","0","1","0","2","1","TA","6","Typ","0","No.Fireplace","Detchd","Unf","1",420,"TA","TA","Y",0,"Yes","No","No","No","MnPrv","Yes","6","WD","Normal","test","5","6","3"
"50","RL",60,14190,"No.alley.access","Reg","Lvl","Inside","Gtl","OldTown","Artery","1Fam","1.5Fin","4","7","Gable","VinylSd","VinylSd","None","None","Gd","Gd","CBlock","Fa","TA","No","Unf",0,"Unf","No",925,925,"Gd","Y","SBrkr",1000,544,"No",1544,"0","0","2","0","3","1","TA","7","Typ","0","No.Fireplace","No.Garage","No.Garage","0",0,"No.Garage","No.Garage","N",231,"No","No","No","No","None","None","4","WD","Normal","test",">80","No_Garage","1"
"50","RL",77.1,12099,"No.alley.access","IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1.5Fin","5","6","Gable","MetalSd","MetalSd","None","None","TA","TA","CBlock","TA","Fa","No","LwQ",198,"Unf","No",1018,1216,"Ex","Y","SBrkr",1216,0,"Yes",1728,"1","0","1","0","3","1","TA","7","Typ","1","Gd","Attchd","Unf","1",371,"TA","TA","Y",200,"No","No","No","No","GdWo","None","6","WD","Normal","test","5","6","1"
"70","RL",113,21281,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","2Story","5","4","Gable","Wd Sdng","MetalSd","None","None","TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf","No",666,666,"Gd","Y","SBrkr",1308,1778,"No",3086,"0","0","3","1","4","1","Gd","9","Min1","0","No.Fireplace","BuiltIn","Unf","3",1200,"TA","TA","Y",0,"Yes","Yes","No","Yes","None","None","11","WD","Family","test","6","1","1"
"50","RL",60,10284,"No.alley.access","Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","1.5Fin","4","7","Gable","MetalSd","MetalSd","None","None","TA","TA","CBlock","TA","TA","Mn","ALQ",1030,"LwQ","Yes",55,1151,"Ex","Y","SBrkr",845,436,"No",1281,"1","0","2","0","1","1","TA","6","Mod","0","No.Fireplace","Detchd","Unf","2",580,"TA","TA","Y",0,"No","No","No","No","None","None","8","WD","Abnorml","test",">80","4","1"
"70","RL",60,10800,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","2Story","5","9","Gable","Wd Sdng","HdBoard","None","None","TA","Gd","CBlock","Gd","TA","Av","Unf",0,"Unf","No",736,736,"Ex","Y","SBrkr",751,783,"No",1534,"0","0","1","1","3","1","Gd","6","Typ","0","No.Fireplace","No.Garage","No.Garage","0",0,"No.Garage","No.Garage","N",0,"Yes","No","No","No","None","None","7","WD","Normal","test",">80","No_Garage","1"
"80","RL",93,10090,"No.alley.access","IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","SLvl","7","5","Gable","Plywood","Plywood","BrkFace","2","TA","TA","CBlock","TA","TA","Av","Rec",242,"ALQ","Yes",0,725,"TA","Y","SBrkr",1035,616,"No",1651,"0","1","2","0","4","1","TA","6","Typ","2","TA","BuiltIn","Unf","1",276,"TA","TA","Y",460,"Yes","No","No","Yes","MnPrv","None","10","WD","Normal","test","5","5","1"
"20","RL",75,8700,"No.alley.access","IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","5","7","Gable","HdBoard","HdBoard","BrkFace","1","TA","TA","CBlock","TA","TA","No","ALQ",192,"Unf","No",728,920,"Gd","Y","SBrkr",888,0,"No",888,"0","1","1","0","3","1","TA","5","Typ","0","No.Fireplace","Attchd","Unf","1",240,"TA","TA","Y",0,"No","No","No","No","None","None","2","COD","Abnorml","test","5","5","3"
"20","RL",66,8300,"No.alley.access","IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","6","6","Gable","Wd Sdng","Wd Sdng","BrkFace","1","TA","TA","CBlock","TA","TA","Mn","Rec",952,"Unf","No",0,952,"Gd","Y","SBrkr",952,0,"No",952,"1","0","1","0","3","1","TA","5","Typ","0","No.Fireplace","Attchd","Unf","1",288,"TA","TA","Y",0,"No","No","No","No","None","None","8","WD","Normal","test","5","5","3"
"20","RL",60,7200,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","5","3","Gable","WdShing","Wd Shng","None","None","TA","TA","CBlock","TA","TA","No","LwQ",432,"Unf","No",432,864,"Fa","Y","FuseA",1238,0,"No",1238,"0","0","1","1","3","1","TA","6","Min2","1","TA","Attchd","Unf","1",357,"TA","TA","Y",0,"Yes","No","No","No","None","None","11","WD","Normal","test","5",">60",">60"
"20","RL",69.37,7500,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","5","7","Hip","BrkFace","BrkFace","None","None","TA","TA","CBlock","TA","TA","No","GLQ",574,"Unf","No",466,1040,"Ex","Y","SBrkr",1040,0,"No",1040,"1","0","1","0","3","1","Gd","6","Typ","0","No.Fireplace","Attchd","RFn","1",286,"TA","TA","Y",0,"No","No","No","No","None","Yes","7","WD","Normal","test","5","6","1"
"20","RL",70,7315,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","5","6","Hip","BrkFace","BrkFace","None","None","TA","TA","CBlock","TA","TA","No","Rec",625,"Unf","No",545,1170,"TA","Y","SBrkr",1170,0,"No",1170,"0","1","1","0","3","1","TA","6","Typ","1","TA","Attchd","RFn","1",338,"TA","TA","Y",0,"No","No","No","Yes","None","None","3","WD","Normal","test","5","6","3"
"20","RL",70,7903,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","5","5","Hip","BrkFace","BrkFace","None","None","TA","TA","CBlock","TA","TA","No","Rec",739,"Unf","No",503,1242,"Gd","Y","FuseA",1242,0,"No",1242,"1","0","1","1","3","1","TA","6","Typ","0","No.Fireplace","Attchd","RFn","1",324,"TA","TA","Y",0,"No","No","No","No","None","None","5","WD","Family","test","5","6","3"
"20","RL",80,8000,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","5","5","Hip","BrkFace","BrkFace","None","None","TA","TA","CBlock","TA","TA","No","BLQ",1098,"Rec","Yes",125,1377,"TA","Y","SBrkr",1377,0,"No",1377,"1","0","1","0","3","1","TA","6","Typ","2","TA","Attchd","Unf","1",351,"TA","TA","Y",0,"No","No","No","No","MnPrv","None","11","WD","Normal","test","5","5","3"
"20","RL",70,7000,"No.alley.access","Reg","Lvl","Corner","Gtl","NAmes","Feedr","1Fam","1Story","5","6","Gable","BrkFace","Wd Sdng","None","None","TA","TA","Slab","No.Basement","No.Basement","No.Basement","No.Basement",0,"No.Basement","No",0,0,"Gd","Y","SBrkr",925,0,"No",925,"0","0","1","0","3","1","TA","7","Typ","0","No.Fireplace","Attchd","Fin","1",300,"TA","TA","Y",0,"No","No","No","No","None","None","7","WD","Normal","test","5","5","3"
"20","RL",60,6600,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","PosN","1Fam","1Story","5","5","Hip","Wd Sdng","Wd Sdng","None","None","TA","TA","CBlock","TA","TA","No","ALQ",110,"BLQ","Yes",312,864,"Gd","Y","SBrkr",864,0,"No",864,"0","0","1","0","2","1","TA","5","Typ","0","No.Fireplace","Detchd","Unf","1",294,"TA","TA","Y",58,"No","No","No","No","None","None","12","WD","Normal","test","5","5","3"
"85","RL",66,6760,"No.alley.access","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","SFoyer","5","5","Gable","HdBoard","HdBoard","None","None","TA","TA","CBlock","TA","TA","Av","ALQ",734,"Unf","No",162,896,"TA","Y","SBrkr",936,0,"No",936,"1","0","1","0","3","1","TA","6","Typ","1","Po","Attchd","RFn","1",288,"TA","TA","Y",24,"Yes","Yes","No","No","None","None","10","WD","Normal","test","5","5","3"
"30","RM",60,6978,"No.alley.access","Reg","Bnk","Inside","Gtl","OldTown","Artery","1Fam","1Story","5","7","Gable","MetalSd","MetalSd","None","None","Gd","Gd","BrkTil","TA","TA","No","Unf",0,"Unf","No",850,850,"TA","Y","SBrkr",960,0,"No",960,"0","0","1","0","2","1","TA","5","Typ","0","No.Fireplace","Detchd","RFn","2",576,"TA","TA","Y",0,"No","Yes","No","No","None","None","4","WD","Normal","test",">80","3","2"
"50","RM",50,6000,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1.5Fin","6","6","Gable","MetalSd","MetalSd","None","None","TA","TA","BrkTil","TA","TA","No","Rec",276,"Unf","No",569,845,"TA","Y","SBrkr",866,430,"No",1296,"0","0","1","0","3","1","TA","6","Typ","0","No.Fireplace","Detchd","Unf","2",576,"TA","TA","Y",0,"No","Yes","No","No","None","None","7","WD","Normal","test",">80","4",">60"
"30","RM",56,4480,"No.alley.access","Reg","Lvl","Corner","Gtl","OldTown","Artery","1Fam","1Story","5","5","Gable","AsbShng","AsbShng","None","None","TA","TA","PConc","Fa","Fa","No","LwQ",782,"Unf","No",240,1022,"TA","N","FuseF",1022,0,"No",1022,"1","0","1","0","2","1","Fa","4","Typ","1","Gd","Detchd","Unf","1",184,"TA","Fa","N",0,"Yes","Yes","No","No","MnPrv","None","2","WD","Normal","test",">80",">60",">60"
"30","RM",56,3153,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story","5","6","Gable","MetalSd","MetalSd","None","None","TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf","No",967,967,"Gd","Y","SBrkr",967,0,"No",967,"0","0","1","0","2","1","TA","5","Typ","1","Gd","Detchd","Unf","1",180,"Fa","TA","N",0,"No","Yes","No","No","None","None","7","WD","Normal","test",">80",">60","2"
"30","RM",60,7200,"No.alley.access","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story","5","8","Gable","VinylSd","VinylSd","Stone","2","TA","TA","CBlock","TA","TA","No","Unf",0,"Unf","No",808,808,"Ex","Y","SBrkr",1072,0,"No",1072,"0","0","1","0","2","1","TA","5","Typ","2","Gd","Detchd","Unf","2",379,"TA","TA","Y",0,"No","No","No","No","None","None","5","WD","Normal","test","6",">60",">60"
"50","RM",120,9000,"No.alley.access","Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","1.5Fin","5","8","Gable","Stucco","Stucco","None","None","TA","TA","BrkTil","TA","Fa","No","BLQ",130,"Unf","No",550,680,"Ex","Y","SBrkr",680,494,"No",1174,"0","0","1","0","2","1","Gd","6","Typ","1","Gd","Detchd","Unf","2",576,"TA","TA","Y",116,"Yes","Yes","No","No","MnPrv","None","6","WD","Normal","test",">80","2","1"
"50","RM",50,5925,"No.alley.access","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1.5Fin","4","6","Gable","MetalSd","MetalSd","None","None","TA","TA","BrkTil","Fa","TA","No","LwQ",122,"Rec","Yes",0,570,"Gd","N","SBrkr",761,380,"No",1141,"0","0","1","0","3","1","TA","6","Typ","0","No.Fireplace","Detchd","Unf","1",252,"Fa","Fa","Y",0,"No","Yes","No","No","None","None","5","ConLw","Normal","test",">80",">60",">60"
"70","RM",57,9639,"No.alley.access","Reg","Lvl","Inside","Gtl","OldTown","Artery","1Fam","2Story","4","8","Gable","MetalSd","MetalSd","None","None","TA","TA","PConc","TA","TA","No","Unf",0,"Unf","No",1075,1075,"Ex","Y","SBrkr",1156,642,"No",1798,"0","0","2","1","4","1","TA","7","Typ","0","No.Fireplace","Detchd","Unf","2",342,"TA","TA","N",0,"No","Yes","No","No","MnPrv","None","5","WD","Normal","test",">80",">60",">60"
"70","RM",68.54,10337,"Pave","IR1","Lvl","Inside","Gtl","OldTown","Norm","1Fam","2Story","8","9","Hip","VinylSd","VinylSd","None","None","Gd","Gd","BrkTil","TA","TA","No","Unf",0,"Unf","No",725,725,"Ex","N","SBrkr",909,863,"No",1772,"0","0","2","1","3","1","Gd","7","Typ","0","No.Fireplace","Detchd","Unf","2",816,"TA","TA","Y",0,"No","No","No","No","MnPrv","None","5","WD","Normal","test",">80","2","1"
"70","RM",53,9863,"Pave","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","2Story","6","6","Gambrel","Wd Sdng","Wd Sdng","None","None","TA","TA","BrkTil","TA","TA","No","LwQ",196,"Rec","Yes",322,728,"TA","Y","SBrkr",914,728,"No",1642,"0","1","1","1","4","1","TA","9","Typ","1","Gd","Detchd","Unf","1",374,"TA","TA","Y",0,"No","No","No","No","None","None","3","WD","Abnorml","test",">80",">60",">60"
"70","RM",35,4571,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","2Story","5","7","Gable","MetalSd","MetalSd","None","None","TA","TA","BrkTil","TA","TA","No","BLQ",168,"Unf","No",448,616,"Ex","Y","SBrkr",616,616,"No",1232,"0","0","1","0","3","1","TA","6","Typ","0","No.Fireplace","Detchd","Unf","2",480,"Fa","Fa","Y",280,"No","Yes","No","No","None","None","6","WD","Normal","test",">80",">60",">60"
"50","RM",56,8398,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1.5Fin","6","8","Gable","Wd Sdng","Wd Sdng","None","None","TA","TA","CBlock","Gd","Gd","No","BLQ",259,"Unf","No",667,926,"TA","Y","SBrkr",991,659,"No",1650,"0","0","2","0","3","1","TA","6","Typ","0","No.Fireplace","Detchd","Unf","2",468,"TA","TA","N",128,"Yes","No","No","No","None","None","11","WD","Normal","test",">80","4","2"
"70","RM",60,3600,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","2Story","5","7","Gambrel","VinylSd","VinylSd","None","None","TA","Gd","BrkTil","TA","Fa","No","Rec",316,"Unf","No",371,687,"Gd","Y","SBrkr",687,671,"No",1358,"0","0","1","1","3","1","Gd","6","Typ","1","Gd","Detchd","Unf","1",336,"TA","TA","Y",0,"Yes","No","No","No","MnPrv","None","7","WD","Partial","test",">80","1","1"
"75","RM",75,13500,"Grvl","Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","2.5Unf","7","8","Gable","Wd Sdng","Wd Sdng","None","None","TA","Gd","PConc","TA","TA","No","Unf",0,"Unf","No",819,819,"TA","Y","FuseA",1312,1142,"No",2454,"0","0","2","0","3","1","TA","8","Typ","1","Gd","Attchd","Unf","2",576,"TA","TA","N",0,"Yes","Yes","No","No","MnPrv","None","2","WD","Normal","test",">80",">60","2"
"20","RM",52,8626,"No.alley.access","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story","4","6","Gable","MetalSd","MetalSd","None","1","TA","TA","CBlock","No.Basement","No.Basement","No.Basement","No.Basement",0,"No.Basement","No",0,0,"Gd","Y","SBrkr",968,0,"No",968,"0","0","1","0","2","1","TA","5","Typ","0","No.Fireplace","Attchd","Unf","1",331,"Fa","TA","Y",0,"No","No","No","No","None","None","5","WD","Normal","test","5","6","3"
"80","RM",76,11800,"No.alley.access","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","SLvl","4","7","Gable","Stucco","Wd Sdng","None","None","TA","TA","Slab","No.Basement","No.Basement","No.Basement","No.Basement",0,"No.Basement","No",0,0,"Ex","Y","SBrkr",1382,0,"No",1382,"0","0","2","0","1","1","TA","6","Mod","1","TA","Attchd","RFn","1",384,"TA","TA","Y",0,"Yes","No","No","No","None","None","5","WD","Normal","test","5","6","1"
"40","RL",55,6854,"No.alley.access","Reg","Bnk","Inside","Mod","BrkSide","Norm","1Fam","1Story","5","7","Gable","MetalSd","MetalSd","None","None","TA","Gd","PConc","TA","TA","No","LwQ",317,"Rec","Yes",212,756,"TA","N","FuseA",916,144,"No",1060,"1","0","1","0","1","1","TA","6","Mod","1","Gd","Detchd","Unf","1",308,"Fa","TA","Y",0,"Yes","No","No","Yes","None","None","8","WD","Normal","test",">80","5","1"
"50","RM",55,8674,"No.alley.access","Reg","HLS","Inside","Gtl","BrkSide","RRNn","1Fam","1.5Fin","5","6","Gable","MetalSd","MetalSd","None","None","TA","TA","CBlock","Fa","TA","No","Rec",910,"Unf","No",0,910,"TA","Y","SBrkr",910,525,"No",1435,"1","0","1","0","3","1","TA","6","Typ","0","No.Fireplace","Detchd","Unf","1",308,"TA","TA","Y",0,"Yes","No","No","No","None","None","3","WD","Normal","test","5",">60",">60"
"50","RM",50,6125,"No.alley.access","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin","5","7","Gable","MetalSd","MetalSd","None","None","TA","Gd","CBlock","TA","TA","No","Rec",306,"Unf","No",422,728,"Ex","Y","SBrkr",728,546,"No",1274,"0","0","2","0","3","1","TA","6","Typ","0","No.Fireplace","Detchd","Unf","1",224,"Fa","TA","Y",0,"No","Yes","No","No","None","None","3","CWD","Normal","test","6",">60","1"
"70","RM",50,6000,"No.alley.access","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","2Story","6","6","Gable","MetalSd","VinylSd","None","None","TA","TA","CBlock","TA","TA","Mn","Rec",276,"Unf","No",324,600,"Ex","Y","SBrkr",608,624,"No",1232,"0","0","1","1","3","1","TA","6","Typ","2","TA","Attchd","Unf","1",217,"TA","TA","Y",0,"No","No","No","No","GdWo","None","2","WD","Normal","test","6",">60",">60"
"45","RM",51,6120,"No.alley.access","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1.5Unf","5","7","Gable","AsbShng","AsbShng","None","None","Gd","TA","BrkTil","TA","TA","No","Unf",0,"Unf","No",884,884,"Ex","Y","SBrkr",884,0,"No",884,"0","0","1","0","2","1","TA","5","Typ","0","No.Fireplace","Detchd","Unf","1",240,"TA","TA","Y",0,"No","Yes","No","No","MnPrv","None","7","WD","Normal","test","6",">60",">60"
"50","RM",55.36,6240,"No.alley.access","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin","6","5","Gable","VinylSd","VinylSd","None","None","TA","TA","BrkTil","TA","TA","No","LwQ",52,"Unf","No",809,861,"Gd","Y","SBrkr",861,548,"No",1409,"1","0","1","1","3","1","TA","6","Typ","1","Gd","Detchd","Unf","2",528,"TA","TA","Y",225,"No","Yes","No","No","None","None","3","WD","Normal","test","6","5",">60"
"50","RM",52,6240,"No.alley.access","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin","5","8","Gable","Wd Sdng","Wd Sdng","None","None","TA","Gd","BrkTil","TA","TA","No","Rec",48,"Unf","No",624,672,"Ex","Y","SBrkr",899,423,"No",1322,"1","0","1","0","4","1","TA","7","Typ","0","No.Fireplace","Detchd","Unf","1",280,"TA","TA","Y",0,"No","No","No","No","MnPrv","None","7","WD","Normal","test","6",">60","3"
